OnsetTime	OffsetTime	MidiPitch
59.8486	60.4541	55
60.0541	60.6541	60
60.2541	60.8541	64
60.4541	61.069	55
60.6541	61.069	60
60.8541	61.069	64
61.0541	62.6449	48
61.254	62.8449	55
61.454	62.0488	58
61.654	62.2475	60
61.854	62.4462	64
62.0488	63.0449	58
62.2475	63.2449	60
62.4462	63.4448	64
62.6449	64.272	48
62.8449	64.272	55
63.0449	63.6397	58
63.2449	63.8397	60
63.4448	64.0398	64
63.6397	64.272	58
63.8397	64.272	60
64.0398	64.272	64
64.2586	65.843	41
64.4586	66.043	53
64.6586	65.2547	57
64.8586	65.4508	60
65.0586	65.6469	64
65.2547	66.243	57
65.4508	66.443	60
65.6469	66.6429	64
65.843	67.4696	41
66.043	67.4696	53
66.243	66.8403	57
66.443	67.0377	60
66.6429	67.2352	64
66.8403	67.4696	57
67.0377	67.4696	60
67.2352	67.4696	64
67.4509	69.0726	42
67.655	69.2767	48
67.8591	68.4686	57
68.0631	68.6699	60
68.2672	68.8712	63
68.4686	69.4808	57
68.6699	69.6848	60
68.8712	69.8889	63
69.0726	70.7331	42
69.2767	70.7331	48
69.4808	70.0889	57
69.6848	70.2889	60
69.8889	70.4892	63
70.0889	70.7331	57
70.2889	70.7331	60
70.4892	70.7331	63
70.7232	72.3002	44
70.9206	72.4975	53
71.118	71.71	59
71.3153	71.9023	60
71.5127	72.0948	62
71.71	72.6949	59
71.9023	72.8923	60
72.0948	73.0897	62
72.3002	73.8885	44
72.4975	73.8885	53
72.6949	73.287	59
72.8923	73.4805	60
73.0897	73.6742	62
73.287	73.8885	59
73.4805	73.8885	60
73.6742	73.8885	62
73.8782	75.4773	43
74.0823	75.6801	53
74.2864	74.8852	55
74.4905	75.0826	59
74.6878	75.2799	62
74.8852	75.8828	55
75.0826	76.0854	59
75.2799	76.2828	62
75.4773	77.0833	43
75.6801	77.1	53
75.8828	76.4802	55
76.0854	76.6775	59
76.2828	76.875	62
76.4802	77.1	55
76.6775	77.1	59
76.875	77.1	62
77.0833	78.6781	43
77.2846	78.8794	52
77.4859	78.086	55
77.6873	78.2833	60
77.8886	78.4807	64
78.086	79.0808	55
78.2833	79.2821	60
78.4807	79.4834	64
78.6781	80.2678	43
78.8794	80.2891	52
79.0808	79.6795	55
79.2821	79.8756	60
79.4834	80.0717	64
79.6795	80.2891	55
79.8756	80.2891	60
80.0717	80.2891	64
80.2678	81.8383	43
80.4651	82.041	50
80.6625	81.2495	55
80.8599	81.4418	60
81.0572	81.6342	65
81.2495	82.2396	55
81.4418	82.4383	60
81.6342	82.6369	65
81.8383	83.4205	43
82.041	83.4304	50
82.2396	82.8292	55
82.4383	83.0216	60
82.6369	83.2164	65
82.8292	83.4304	55
83.0216	83.4304	60
83.2164	83.4304	65
83.4205	84.9944	43
83.6192	85.1931	50
83.8178	84.41	55
84.0165	84.6048	59
84.2151	84.7996	65
84.41	85.3917	55
84.6048	85.5904	59
84.7996	85.7891	65
84.9944	86.579	43
85.1931	86.5873	50
85.3917	85.9839	55
85.5904	86.1787	59
85.7891	86.3736	65
85.9839	86.5873	55
86.1787	86.5873	59
86.3736	86.5873	65
86.579	88.1846	43
86.7777	88.3833	51
86.9763	87.5724	57
87.175	87.7765	60
87.3737	87.9805	66
87.5724	88.5819	57
87.7765	88.7806	60
87.9805	88.9793	66
88.1846	89.8064	43
88.3833	89.8297	51
88.5819	89.178	57
88.7806	89.3835	60
88.9793	89.5891	66
89.178	89.8297	57
89.3835	89.8297	60
89.5891	89.8297	66
89.8064	91.4492	43
90.0207	91.659	52
90.235	90.8492	55
90.4492	91.0492	60
90.6492	91.2492	67
90.8492	91.8688	55
91.0492	92.0785	60
91.2492	92.2785	67
91.4492	93.0928	43
91.659	93.1045	52
91.8688	92.4785	55
92.0785	92.6785	60
92.2785	92.8786	67
92.4785	93.1045	55
92.6785	93.1045	60
92.8786	93.1045	67
93.0928	94.681	43
93.2928	94.881	50
93.4928	94.0928	55
93.6928	94.2889	60
93.8928	94.4849	65
94.0928	95.081	55
94.2889	95.281	60
94.4849	95.481	65
94.681	96.2694	43
94.881	96.2871	50
95.081	95.681	55
95.281	95.8771	60
95.481	96.0732	65
95.681	96.2871	55
95.8771	96.2871	60
96.0732	96.2871	65
96.2694	97.8821	43
96.4821	98.0919	50
96.6821	97.2821	55
96.8821	97.4821	59
97.0821	97.6821	65
97.2821	98.2932	55
97.4821	98.4945	59
97.6821	98.6959	65
97.8821	99.5166	43
98.0919	99.5166	50
98.2932	98.8972	55
98.4945	99.0986	59
98.6959	99.2999	65
98.8972	99.5166	55
99.0986	99.5166	59
99.2999	99.5166	65
99.5013	101.134	36
99.7053	101.338	48
99.9094	100.519	55
100.113	100.72	58
100.318	100.922	64
100.519	101.543	55
100.72	101.747	58
100.922	101.951	64
101.134	102.764	36
101.338	102.78	48
101.543	102.152	55
101.747	102.353	58
101.951	102.555	64
102.152	102.78	55
102.353	102.78	58
102.555	102.78	64
102.764	106.097	36
102.967	106.113	48
103.171	104.787	53
103.375	104.181	57
103.574	103.977	60
103.773	106.113	65
103.977	104.385	60
104.181	104.583	57
104.385	106.113	60
104.583	104.991	57
104.787	105.195	53
104.991	106.113	57
105.195	105.618	53
105.406	105.843	50
105.618	106.113	53
105.843	106.113	50
106.097	110.139	36
106.307	110.135	50
106.518	108.258	67
106.729	107.574	71
106.94	107.363	74
107.152	110.135	77
107.363	107.785	74
107.574	108.022	71
107.785	110.135	74
108.022	108.494	71
108.258	110.135	67
108.494	110.135	71
108.73	109.659	62
109.014	110.135	65
109.322	110.135	64
109.659	110.135	62
110.139	117.072	72
110.139	117.072	67
110.139	117.072	64
110.139	117.072	36
110.139	117.072	48
118.235	118.716	60
118.716	119.196	62
119.196	119.677	64
119.677	120.397	65
120.397	120.509	67
120.509	120.621	65
120.621	121.058	64
121.097	121.573	69
121.573	122.021	62
122.061	122.77	67
122.77	123.006	69
123.006	123.242	67
123.242	123.479	65
123.479	123.715	64
123.715	123.959	65
123.959	124.431	67
123.959	124.195	64
124.195	124.431	62
124.431	124.904	69
124.431	124.667	60
124.667	124.904	62
124.904	125.391	71
124.904	125.147	60
125.147	125.391	59
125.391	126.1	72
125.391	125.864	57
125.864	126.324	66
126.1	126.212	74
126.212	126.324	72
126.324	126.757	71
126.324	127.753	67
126.796	127.269	76
127.269	127.712	69
127.753	128.456	74
127.753	127.987	66
127.987	128.221	64
128.221	128.651	66
128.456	128.69	76
128.69	128.925	74
128.69	129.159	62
128.925	129.159	72
129.159	129.339	71
129.159	129.399	67
129.399	129.639	67
129.639	129.875	69
129.639	130.111	65
129.639	130.111	55
129.875	130.111	71
130.111	130.346	72
130.111	130.58	64
130.111	130.58	57
130.346	130.58	71
130.58	130.815	72
130.58	131.049	62
130.58	131.049	59
130.815	131.049	74
131.049	131.283	76
131.049	131.762	60
131.283	131.518	74
131.518	131.762	76
131.762	131.984	78
131.762	131.873	62
131.873	131.984	60
131.984	132.453	79
131.984	132.413	59
132.453	132.921	71
132.453	133.409	67
132.453	132.921	64
132.921	133.368	72
132.921	133.368	57
133.409	133.878	69
133.409	133.643	65
133.409	134.112	62
133.643	133.878	64
133.878	134.112	74
133.878	135.05	65
134.112	134.347	72
134.112	134.347	64
134.347	134.581	71
134.347	134.581	62
134.581	134.815	69
134.581	134.815	60
134.815	135.526	67
134.815	135.245	59
135.05	135.284	65
135.284	135.768	64
135.284	136.237	60
135.284	135.768	48
135.526	135.768	67
135.768	136.002	65
135.768	136.705	62
135.768	136.237	50
136.002	136.237	64
136.237	136.471	65
136.237	136.705	58
136.237	136.705	52
136.471	136.705	67
136.705	136.94	69
136.705	137.174	60
136.705	137.135	57
136.705	137.409	53
136.94	137.174	67
137.174	137.409	69
137.174	137.628	65
137.174	137.628	62
137.409	137.628	71
137.409	137.518	55
137.518	137.628	53
137.628	139.529	72
137.628	138.061	55
137.628	138.061	52
137.864	138.1	67
138.1	138.336	65
138.1	138.572	60
138.1	138.572	57
138.336	138.572	64
138.572	139.016	65
138.572	139.016	50
138.814	139.056	57
139.056	139.529	62
139.056	139.292	59
139.056	139.765	55
139.292	139.529	60
139.529	140.452	71
139.529	141.397	67
139.529	140.452	62
139.765	140.001	57
140.001	140.227	55
140.227	140.452	53
140.452	141.397	55
140.452	140.629	52
140.688	140.925	53
140.925	141.397	72
140.925	141.161	52
141.161	141.397	50
141.397	141.87	74
141.397	141.574	48
141.633	141.87	50
141.87	142.353	76
141.87	142.353	55
141.87	142.112	48
142.112	142.353	47
142.353	143.062	77
142.353	142.826	57
142.353	142.787	45
142.826	143.286	59
142.826	143.286	50
143.062	143.174	79
143.174	143.286	77
143.286	143.716	76
143.286	143.989	60
143.286	143.755	57
143.755	144.224	81
143.755	144.224	54
143.989	144.106	62
144.106	144.224	60
144.224	144.666	74
144.224	144.666	59
144.224	144.464	55
144.464	144.706	57
144.706	145.415	79
144.706	145.179	64
144.706	144.942	58
144.942	145.179	55
145.179	145.612	57
145.179	145.651	49
145.415	145.651	81
145.651	145.878	79
145.651	146.349	62
145.651	146.106	50
145.878	146.106	77
146.106	146.553	76
146.106	147.066	57
146.349	146.593	64
146.593	147.302	81
146.593	146.83	62
146.83	147.066	60
147.066	147.538	59
147.066	148.007	52
147.302	147.538	83
147.538	147.766	81
147.538	148.952	64
147.766	148.007	79
148.007	149.897	77
148.007	148.244	57
148.244	148.48	59
148.48	148.952	67
148.48	148.716	60
148.716	148.952	62
148.952	149.425	69
148.952	149.897	62
148.952	149.189	60
149.189	149.425	59
149.425	149.897	71
149.425	149.661	57
149.661	149.897	55
149.897	150.606	76
149.897	150.606	72
149.897	150.37	60
150.133	150.37	59
150.37	150.606	60
150.606	150.83	78
150.606	150.718	74
150.606	150.774	57
150.718	150.83	72
150.83	152.729	79
150.83	151.263	71
150.83	151.066	64
151.066	151.302	62
151.302	151.773	76
151.302	151.538	60
151.538	151.773	59
151.773	152.22	69
151.773	151.956	60
152.017	152.261	57
152.261	152.955	74
152.261	152.495	59
152.495	152.729	60
152.729	153.645	78
152.729	152.955	62
152.955	153.183	76
152.955	153.183	60
153.183	153.413	74
153.183	153.413	59
153.413	153.645	72
153.413	153.645	57
153.645	153.872	79
153.645	154.101	71
153.645	154.565	55
153.872	154.101	77
154.101	154.332	76
154.101	154.565	43
154.332	154.565	74
154.565	154.799	72
154.565	155.033	45
154.799	155.033	74
155.033	155.273	72
155.033	155.513	62
155.033	155.513	47
155.273	155.513	71
155.513	155.748	69
155.513	155.982	64
155.513	156.216	48
155.748	155.982	72
155.982	156.216	71
155.982	156.44	66
156.216	156.44	69
156.216	156.328	50
156.328	156.44	48
156.44	157.143	67
156.44	156.87	47
156.909	157.366	52
157.143	157.255	69
157.255	157.366	67
157.366	157.795	66
157.366	157.795	45
157.6	157.834	72
157.834	158.303	71
157.834	158.547	50
158.069	158.303	69
158.303	158.669	68
158.303	158.75	64
158.547	158.791	52
158.791	159.26	76
158.791	159.494	69
158.791	159.025	50
159.025	159.26	48
159.26	159.728	74
159.26	159.728	47
159.494	159.728	71
159.728	159.97	72
159.728	159.97	69
159.728	160.212	52
159.97	160.212	71
159.97	160.212	67
160.212	160.449	69
160.212	160.685	66
160.212	160.685	54
160.449	160.685	68
160.685	160.921	69
160.685	161.157	65
160.685	161.157	56
160.685	161.157	50
160.921	161.157	71
161.157	161.334	72
161.157	161.63	64
161.157	161.866	57
161.157	161.63	48
161.393	161.63	66
161.63	161.866	69
161.63	162.324	62
161.63	162.558	53
161.866	162.09	68
161.866	161.978	59
161.978	162.09	57
162.09	162.558	71
162.09	162.519	56
162.324	162.558	64
162.558	162.793	69
162.558	162.793	66
162.558	163.027	60
162.558	163.515	52
162.793	163.027	71
162.793	163.027	68
163.027	163.474	72
163.027	163.271	69
163.027	163.474	54
163.271	163.515	68
163.515	163.984	77
163.515	163.749	69
163.515	164.218	59
163.515	164.453	50
163.749	163.984	71
163.984	164.453	76
163.984	164.218	68
164.218	164.453	66
164.218	164.453	60
164.453	165.39	74
164.453	164.687	68
164.453	164.687	59
164.453	164.921	52
164.687	164.921	69
164.687	164.921	57
164.921	165.39	71
164.921	165.351	56
164.921	165.39	53
165.39	165.638	72
165.39	166.413	57
165.39	165.638	52
165.638	165.886	71
165.638	165.886	50
165.886	165.985	71
165.886	166.939	52
165.985	166.084	72
166.084	166.676	71
166.413	166.939	56
166.676	166.939	69
166.939	167.901	69
166.939	167.901	57
166.939	167.901	45
167.42	167.901	60
167.901	168.381	62
168.381	168.885	64
168.381	168.885	55
168.885	169.605	65
168.885	169.365	57
169.365	169.833	59
169.605	169.719	67
169.719	169.833	65
169.833	170.269	64
169.833	170.547	60
170.309	170.785	69
170.547	170.666	62
170.666	170.785	60
170.785	171.232	62
170.785	171.232	59
171.273	171.987	67
171.273	171.749	64
171.273	171.749	43
171.749	172.18	57
171.749	172.218	45
171.987	172.218	69
172.218	172.449	67
172.218	173.169	62
172.218	172.693	47
172.449	172.693	65
172.693	173.129	64
172.693	173.407	48
173.169	173.645	67
173.169	173.645	64
173.169	173.645	55
173.407	173.526	50
173.526	173.645	48
173.645	174.121	69
173.645	174.121	66
173.645	174.613	62
173.645	174.082	47
174.121	174.613	71
174.121	174.97	67
174.121	174.613	52
174.613	175.327	72
174.613	175.05	60
174.613	175.05	45
175.089	175.555	66
175.089	175.555	57
175.089	175.799	50
175.327	175.441	74
175.441	175.555	72
175.555	176.002	71
175.555	176.042	68
175.555	176.519	64
175.799	176.042	52
176.042	176.519	72
176.042	176.995	69
176.042	176.281	50
176.281	176.519	48
176.519	176.995	74
176.519	176.995	62
176.519	176.955	47
176.995	177.483	76
176.995	177.483	67
176.995	177.483	46
177.483	178.197	77
177.483	177.959	69
177.483	177.959	45
177.959	178.426	71
177.959	178.426	43
178.197	178.312	79
178.312	178.426	77
178.426	178.873	76
178.426	179.152	72
178.426	178.792	45
178.914	179.39	81
178.914	179.39	57
178.914	179.39	54
179.152	179.271	74
179.271	179.39	72
179.39	179.827	74
179.39	179.827	71
179.39	179.866	59
179.39	179.866	55
179.866	180.581	79
179.866	180.343	76
179.866	180.343	61
179.866	180.343	52
180.343	180.779	69
180.343	181.046	62
180.343	181.235	50
180.581	180.819	81
180.819	181.046	79
180.819	181.511	74
181.046	181.273	77
181.046	181.16	64
181.16	181.273	62
181.273	181.511	76
181.273	181.71	60
181.273	181.749	52
181.511	181.749	76
181.749	182.226	81
181.749	181.988	74
181.749	182.226	65
181.749	182.226	53
181.988	182.226	72
182.226	182.677	74
182.226	182.677	71
182.226	182.677	59
182.226	182.963	55
182.718	183.209	82
182.718	183.209	79
182.718	183.447	64
182.963	183.086	57
183.086	183.209	55
183.209	183.686	81
183.209	183.686	73
183.209	183.646	53
183.447	183.686	65
183.686	183.915	79
183.686	184.144	74
183.686	183.915	64
183.686	184.144	58
183.915	184.144	77
183.915	184.144	62
184.144	184.382	79
184.144	184.58	76
184.144	184.62	61
184.144	184.58	52
184.382	184.62	77
184.62	184.858	79
184.62	185.096	73
184.62	185.334	57
184.858	185.096	76
185.096	185.334	77
185.096	185.572	74
185.334	185.572	79
185.334	185.572	58
185.572	185.634	79
185.572	186.068	76
185.572	185.82	57
185.634	185.696	81
185.696	185.758	79
185.82	185.944	77
185.82	186.068	55
185.944	186.068	79
186.068	186.247	81
186.068	186.544	69
186.068	186.306	53
186.306	186.544	73
186.306	186.544	52
186.544	186.782	74
186.544	187.03	57
186.544	186.723	53
186.782	187.03	79
186.782	187.03	50
187.03	187.123	76
187.03	187.526	59
187.03	187.526	55
187.123	187.216	77
187.216	187.774	76
187.526	188.022	64
187.526	188.022	61
187.526	188.022	57
187.774	188.022	74
188.022	188.518	74
188.022	188.518	66
188.022	188.766	62
188.022	190.214	50
188.518	189.014	67
188.766	188.89	64
188.89	189.014	62
189.014	189.734	69
189.014	189.454	60
189.494	189.974	66
189.734	189.854	71
189.854	189.974	69
189.974	190.414	67
189.974	190.414	59
190.214	190.454	52
190.454	190.934	72
190.454	191.174	64
190.454	190.694	50
190.694	190.934	48
190.934	191.17	66
190.934	191.174	47
191.174	191.432	66
191.174	191.432	45
191.432	192.158	71
191.432	191.674	64
191.432	191.674	43
191.674	191.916	62
191.674	191.916	42
191.916	194.069	60
191.916	192.36	40
192.158	192.4	72
192.4	192.634	71
192.4	192.869	52
192.634	192.869	69
192.869	193.109	67
192.869	193.349	54
193.109	193.349	66
193.349	193.829	67
193.349	193.589	64
193.349	194.309	55
193.589	193.829	62
193.829	194.309	69
193.829	194.801	64
194.069	194.309	62
194.309	194.801	71
194.309	194.549	60
194.309	194.549	57
194.549	194.801	59
194.549	194.801	55
194.801	195.521	72
194.801	196.013	62
194.801	195.041	57
194.801	195.241	54
195.041	195.281	55
195.281	195.461	57
195.281	195.761	50
195.521	195.641	74
195.521	195.761	54
195.641	195.761	72
195.761	196.223	71
195.761	199.596	55
196.013	196.265	69
196.265	196.741	76
196.265	196.503	67
196.265	196.741	59
196.503	196.741	65
196.741	197.178	69
196.741	196.979	64
196.741	197.218	60
196.979	197.218	67
197.218	197.932	74
197.218	197.456	65
197.218	197.694	62
197.456	197.694	69
197.694	198.866	67
197.694	198.399	64
197.932	198.17	76
198.17	198.399	74
198.399	198.628	72
198.399	198.513	65
198.513	198.628	64
198.628	198.866	71
198.628	199.065	62
198.866	199.104	72
198.866	199.104	69
199.104	199.35	74
199.104	199.596	70
199.104	199.596	67
199.35	199.596	76
199.596	199.842	77
199.596	200.58	72
199.596	200.047	60
199.596	200.58	57
199.842	200.088	79
200.088	200.334	81
200.088	200.826	65
200.334	200.58	79
200.58	200.826	77
200.58	201.03	74
200.58	201.071	59
200.826	201.071	76
200.826	201.071	67
201.071	201.311	74
201.071	201.551	67
201.071	201.311	65
201.071	201.551	60
201.311	201.551	72
201.311	201.551	64
201.551	202.527	71
201.551	203.015	67
201.551	202.527	62
201.551	201.734	53
201.795	202.039	57
202.039	202.283	55
202.283	202.527	53
202.527	203.015	72
202.527	203.015	64
202.527	202.771	52
202.771	203.015	50
203.015	203.503	74
203.015	204.007	65
203.015	204.007	62
203.015	203.259	48
203.259	203.503	47
203.503	203.965	67
203.503	203.755	48
203.755	204.007	50
204.007	205.127	72
204.007	204.567	64
204.007	204.567	55
204.007	204.287	52
204.287	204.567	53
204.567	205.688	62
204.567	206.17	55
205.127	205.688	71
205.127	205.688	43
205.688	206.74	72
205.688	206.17	64
205.688	206.214	48
206.214	207.267	69
206.214	206.74	48
206.74	207.267	71
206.74	207.267	50
207.267	207.793	70
207.267	208.32	67
207.267	207.793	52
207.793	208.32	69
207.793	208.57	53
208.32	209.376	74
208.32	208.85	65
208.57	208.71	55
208.71	208.85	53
208.85	209.376	67
208.85	209.333	52
209.376	209.903	72
209.376	209.903	69
209.376	209.903	57
209.903	210.429	74
209.903	210.681	70
209.903	210.385	50
210.429	210.959	76
210.429	211.222	55
210.681	210.82	72
210.82	210.959	70
210.959	212.275	77
210.959	211.441	69
211.222	211.485	57
211.485	212.011	74
211.485	211.748	55
211.748	212.011	53
212.011	212.502	67
212.011	212.209	52
212.275	212.547	81
212.275	212.547	50
212.547	212.82	79
212.547	213.365	72
212.547	212.82	52
212.82	213.092	77
212.82	213.092	53
213.092	213.365	76
213.092	213.365	55
213.365	213.638	77
213.365	213.638	74
213.365	213.638	57
213.638	213.91	76
213.638	213.91	72
213.638	213.842	58
213.91	214.183	74
213.91	214.183	70
213.91	214.183	55
214.183	216.414	72
214.183	214.455	69
214.183	214.387	57
214.455	214.729	70
214.455	214.729	52
214.729	215.005	69
214.729	215.005	53
215.005	215.283	67
215.005	215.283	55
215.283	215.563	65
215.283	215.563	57
215.563	215.845	67
215.563	215.845	59
215.845	216.128	65
215.845	216.057	60
216.128	216.414	64
216.128	216.414	57
216.414	218.414	62
216.414	218.689	59
216.702	216.837	67
216.837	216.972	69
216.972	217.26	71
217.26	217.549	72
217.549	217.837	74
217.837	218.126	76
218.126	218.834	77
218.414	218.689	67
218.689	219.843	69
218.689	226.059	60
218.834	218.978	72
218.978	219.122	74
219.122	219.266	76
219.266	219.555	77
219.555	219.843	79
219.843	220.968	81
220.175	220.572	77
220.572	221.534	74
220.968	221.534	83
221.534	226.059	79
221.534	226.059	84
221.534	226.059	76
